player_id,full_name,first_name,last_name,age,team,position,fantasy_positions,depth_chart_position,depth_chart_order,status,number,height,weight,college,years_exp,injury_status,cache_date
1565,Cody Davis,Cody,Davis,34.0,,DB,DB,,,Active,22.0,74,205,Texas Tech,11.0,,2024-09-17
12181,Peter Bowden,Peter,Bowden,23.0,,LS,LS,,,Active,49.0,74,239,Wisconsin,0.0,,2024-09-17
8664,Brad Hawkins,Brad,Hawkins,25.0,,DB,DB,,,Active,29.0,73,222,Michigan,1.0,,2024-09-17
1976,Zurlon Tipton,Zurlon,Tipton,30.0,,RB,RB,,,Inactive,37.0,"6'0""",230,Central Michigan,6.0,,2024-09-17
11547,Nehemiah Shelton,Nehemiah,Shelton,25.0,LAC,CB,DB,,,Active,38.0,74,185,San Jose State,1.0,,2024-09-17
2923,Connor Neighbors,Connor,Neighbors,25.0,,RB,RB,,,Inactive,41.0,"5'11""",235,LSU,0.0,,2024-09-17
1693,Zach Line,Zach,Line,31.0,,FB,RB,,,Injured Reserve,0.0,73,233,Southern Methodist,9.0,,2024-09-17
5176,Davon Grayson,Davon,Grayson,26.0,,WR,WR,,,Active,0.0,74,187,East Carolina,4.0,,2024-09-17
11360,Matthew Vanderslice,Matthew,Vanderslice,24.0,,OL,OL,,,Active,60.0,80,329,Northern Iowa,0.0,,2024-09-17
7702,Royce Newman,Royce,Newman,27.0,TB,OL,OL,OL,,Active,64.0,77,310,Ole Miss,3.0,,2024-09-17
1481,Brad Sorensen,Brad,Sorensen,32.0,,QB,QB,,,Inactive,4.0,"6'5""",230,Southern Utah,7.0,,2024-09-17
8479,Braxton Jones,Braxton,Jones,25.0,CHI,OL,OT,OL,,Active,70.0,77,310,Southern Utah,2.0,,2024-09-17
6935,Josiah Scott,Josiah,Scott,25.0,,CB,DB,,,Active,42.0,69,185,Michigan State,4.0,,2024-09-17
7177,Evin Ksiezarczyk,Evin,Ksiezarczyk,25.0,,OL,"OL,OT",,,Active,68.0,78,310,Buffalo,2.0,,2024-09-17
8284,Vincent Gray,Vincent,Gray,24.0,,DB,DB,,,Active,31.0,74,190,Michigan,2.0,Questionable,2024-09-17
3611,Garrett Swanson,Garrett,Swanson,24.0,,P,P,,,Inactive,1.0,"6'0""",230,Fresno State,0.0,,2024-09-17
8730,David Vereen,David,Vereen,25.0,,CB,DB,,,Active,30.0,69,188,Newberry,1.0,,2024-09-17
1511,Cornelius Washington,Cornelius,Washington,31.0,,DE,DL,,,Inactive,90.0,"6'4""",280,Georgia,7.0,,2024-09-17
2493,Darius Philon,Darius,Philon,28.0,,DT,DL,,,Active,96.0,73,286,Arkansas,7.0,,2024-09-17
1943,Lacoltan Bester,Lacoltan,Bester,,,WR,WR,,,Inactive,12.0,"6'4""",195,Oklahoma,0.0,,2024-09-17
6701,Fred Trevillion,Fred,Trevillion,27.0,,WR,WR,,,Inactive,0.0,74,200,San Diego State,3.0,,2024-09-17
3285,Antonio Morrison,Antonio,Morrison,27.0,,ILB,LB,,,Inactive,44.0,73,241,Florida,6.0,,2024-09-17
4541,Brandon Reilly,Brandon,Reilly,28.0,,WR,WR,,,Inactive,83.0,74,200,Nebraska,5.0,,2024-09-17
2952,Ray Vinopal,Ray,Vinopal,26.0,,SS,DB,,,Inactive,39.0,"5'10""",200,Pittsburgh,1.0,,2024-09-17
4990,Shaquille Leonard,Shaquille,Leonard,28.0,,LB,LB,,,Active,53.0,74,234,South Carolina State,6.0,,2024-09-17
6612,Luke Gifford,Luke,Gifford,29.0,TEN,LB,LB,,,Active,57.0,75,243,Nebraska,5.0,,2024-09-17
6031,Alex Barnes,Alex,Barnes,25.0,,RB,RB,,,Active,39.0,72,226,Kansas State,3.0,,2024-09-17
11269,Caleb Biggers,Caleb,Biggers,23.0,,CB,DB,,,Active,39.0,70,202,Boise State,1.0,,2024-09-17
8922,Harrison Elliott,Harrison,Elliott,,,LS,LS,,,Active,42.0,75,240,Air Force,0.0,,2024-09-17
5678,Ike Boettger,Ike,Boettger,29.0,,OG,"OG,OL",,,Active,65.0,78,313,Iowa,6.0,,2024-09-17
11271,Jeremiah Martin,Jeremiah,Martin,25.0,,DL,DL,,,Active,60.0,76,267,Washington,1.0,,2024-09-17
12125,Mark Perry,Mark,Perry,23.0,NE,DB,DB,,,Active,34.0,72,213,TCU,0.0,,2024-09-17
1696,Brandon Williams,Brandon,Williams,29.0,,CB,TE,,,Active,28.0,72,200,Texas A&amp;M,6.0,,2024-09-17
307,Shane Lechler,Shane,Lechler,44.0,,P,P,,,Inactive,9.0,"6'2""",230,Texas A&M,20.0,,2024-09-17
4129,Jourdan Lewis,Jourdan,Lewis,29.0,DAL,CB,DB,NB,1.0,Active,2.0,70,195,Michigan,7.0,,2024-09-17
11182,Ronald Awatt,Ronald,Awatt,25.0,,RB,RB,,,Active,35.0,71,205,UTEP,1.0,,2024-09-17
3030,Kai De La Cruz,Kai,De La Cruz,,,WR,WR,,,Inactive,0.0,,,,,,2024-09-17
8768,Jesse Bramble,Jesse,Bramble,,,DB,DB,,,Active,0.0,72,195,Fordham,1.0,,2024-09-17
7556,Marquez Stevenson,Marquez,Stevenson,25.0,,WR,WR,,,Active,13.0,70,180,Houston,2.0,,2024-09-17
11405,Trey Botts,Trey,Botts,24.0,,DT,DL,,,Active,93.0,74,292,CSU-Pueblo,1.0,,2024-09-17
794,Kamar Aiken,Kamar,Aiken,32.0,,WR,WR,,,Inactive,81.0,74,216,Central Florida,11.0,,2024-09-17
7774,Jimmy Morrissey,Jimmy,Morrissey,26.0,NYG,OL,OL,,,Active,67.0,76,305,Pittsburgh,3.0,,2024-09-17
4178,Donnel Pumphrey,Donnel,Pumphrey,27.0,,RB,RB,,,Inactive,35.0,69,176,San Diego State,5.0,,2024-09-17
5182,Patrick Morris,Patrick,Morris,26.0,,C,OL,,,Active,0.0,75,300,Texas Christian,4.0,,2024-09-17
3462,Jared Dangerfield,Jared,Dangerfield,26.0,,WR,WR,,,Inactive,85.0,"6'2""",211,Western Kentucky,0.0,,2024-09-17
4273,Chris Carson,Chris,Carson,27.0,,RB,RB,,,Active,32.0,71,222,Oklahoma State,5.0,,2024-09-17
478,Lardarius Webb,Lardarius,Webb,34.0,,FS,DB,,,Inactive,21.0,"5'10""",185,Nicholls State,11.0,,2024-09-17
602,Sam Shields,Sam,Shields,34.0,,CB,DB,,,Inactive,37.0,71,184,Miami,12.0,,2024-09-17
8524,Ja'Tyre Carter,Ja'Tyre,Carter,25.0,CAR,OL,OL,,,Active,65.0,75,311,Southern University,2.0,,2024-09-17
543,Garrett Graham,Garrett,Graham,34.0,,TE,TE,,,Inactive,80.0,"6'3""",243,Wisconsin,10.0,,2024-09-17
3061,Lou Anarumo,Lou,Anarumo,,,,None,,,Inactive,0.0,,,,0.0,,2024-09-17
4708,KeVonn Mabon,KeVonn,Mabon,28.0,,WR,WR,,,Active,80.0,74,215,Ball State,5.0,,2024-09-17
8604,Cole Schneider,Cole,Schneider,25.0,,C,None,,,Active,61.0,75,309,UCF,1.0,,2024-09-17
3205,Cody Kessler,Cody,Kessler,28.0,,QB,QB,,,Active,6.0,73,215,Southern California,6.0,,2024-09-17
4202,Nate Hairston,Nate,Hairston,29.0,,CB,DB,,,Active,27.0,72,185,Temple,6.0,,2024-09-17
6692,Joe Horn,Joe,Horn,27.0,,WR,WR,,,Active,87.0,70,174,Missouri Western,3.0,,2024-09-17
1719,Antoine McClain,Antoine,McClain,28.0,,G,OL,,,Inactive,60.0,"6'5""",336,Clemson,2.0,,2024-09-17
4013,John Lynch,John,Lynch,,,,None,,,Inactive,0.0,,,,0.0,,2024-09-17
2021,Kona Schwenke,Kona,Schwenke,28.0,,G,OL,,,Inactive,66.0,"6'4""",303,Notre Dame,3.0,,2024-09-17
11322,Jerome Carvin,Jerome,Carvin,23.0,,OL,OL,,,Active,65.0,75,308,Tennessee,1.0,,2024-09-17
3946,Jake Ceresna,Jake,Ceresna,27.0,,DE,DL,,,Active,61.0,77,291,Cortland State,6.0,,2024-09-17
220,DeMeco Ryans,DeMeco,Ryans,36.0,,LB,LB,,,Inactive,59.0,"6'1""",247,Alabama,14.0,,2024-09-17
2637,Casey Pierce,Casey,Pierce,27.0,,TE,TE,,,Inactive,49.0,"6'3""",240,Kent State,1.0,,2024-09-17
2886,Justin Sinz,Justin,Sinz,25.0,,TE,TE,,,Inactive,44.0,"6'3""",250,Purdue,0.0,,2024-09-17
5799,Darius Prince,Darius,Prince,31.0,,WR,WR,,,Active,1.0,73,185,Penn State - Beaver,10.0,,2024-09-17
4141,Delano Hill,Delano,Hill,26.0,,DB,DB,,,Active,40.0,73,216,Michigan,5.0,,2024-09-17
8705,Landon Lenoir,Landon,Lenoir,24.0,,WR,WR,,,Active,0.0,71,186,Southern Illinois,1.0,,2024-09-17
7732,Justin Hilliard,Justin,Hilliard,25.0,KC,LB,LB,,,Active,42.0,73,231,Ohio State,1.0,,2024-09-17
1721,Andrew DePaola,Andrew,DePaola,37.0,MIN,LS,LS,LS,,Active,42.0,73,235,Rutgers,12.0,,2024-09-17
2256,Dillon Farrell,Dillon,Farrell,28.0,,G,OL,,,Inactive,61.0,"6'5""",309,New Mexico,3.0,,2024-09-17
12304,Noah Washington,Noah,Washington,,,LB,LB,,,Active,,77,275,Morgan State,0.0,,2024-09-17
6574,Rob Rolle,Rob,Rolle,25.0,,FS,DB,,,Inactive,0.0,72,190,Villanova,3.0,,2024-09-17
3290,Alex Lewis,Alex,Lewis,29.0,,OL,OL,,,Inactive,0.0,78,305,Nebraska,6.0,,2024-09-17
5810,Trey Walker,Trey,Walker,23.0,,DB,DB,,,Inactive,0.0,,,Louisiana-Lafayette,0.0,,2024-09-17
3537,Chris Landrum,Chris,Landrum,29.0,,OLB,LB,,,Inactive,42.0,74,245,Jacksonville State,6.0,,2024-09-17
357,Tom Nelson,Tom,Nelson,30.0,,FS,DB,,,Inactive,26.0,"5'11""",200,Illinois State,3.0,,2024-09-17
4757,Louis Riddick,Louis,Riddick,,,,None,,,Inactive,0.0,,,,0.0,,2024-09-17
5755,Duplicate Player,Duplicate,Player,24.0,,TE,TE,TE,,Inactive,89.0,"6'4""",253,Miami (FL),2.0,,2024-09-17
2654,Jaxon Shipley,Jaxon,Shipley,26.0,,WR,WR,,,Inactive,16.0,"6'0""",195,Texas,1.0,,2024-09-17
170,Cliff Avril,Cliff,Avril,34.0,,DE,DL,,,Inactive,56.0,"6'3""",260,Purdue,12.0,,2024-09-17
6096,Jamell Garcia-Williams,Jamell,Garcia-Williams,24.0,,LB,"DL,LB",,,Active,0.0,80,255,Alabama-Birmingham,3.0,Questionable,2024-09-17
8310,Cor'Dale Flott,Cor'Dale,Flott,23.0,NYG,DB,DB,NB,1.0,Active,28.0,74,175,LSU,2.0,,2024-09-17
1689,Adam Thielen,Adam,Thielen,34.0,CAR,WR,WR,RWR,2.0,Active,19.0,74,195,Minnesota State,11.0,,2024-09-17
1030,Damaris Johnson,Damaris,Johnson,30.0,,WR,WR,,,Inactive,14.0,"5'8""",175,Tulsa,8.0,,2024-09-17
2740,Camaron Beard,Camaron,Beard,26.0,,DT,DL,,,Inactive,64.0,"6'5""",290,Cincinnati,0.0,,2024-09-17
4633,Ezra Robinson,Ezra,Robinson,27.0,,CB,DB,,,Active,0.0,73,180,Tennessee State,5.0,,2024-09-17
763,Shaun Suisham,Shaun,Suisham,36.0,,K,K,,,Inactive,6.0,"6'0""",197,Bowling Green,12.0,,2024-09-17
12231,JJ Laap,JJ,Laap,23.0,,WR,WR,,,Active,81.0,73,177,SUNY-Cortland,0.0,,2024-09-17
11082,Ben Sims,Ben,Sims,24.0,GB,TE,TE,TE,3.0,Active,89.0,77,250,Baylor,1.0,,2024-09-17
12085,Alec Holler,Alec,Holler,25.0,,TE,TE,,,Active,49.0,75,242,UCF,0.0,,2024-09-17
12033,OJ Hiliare,OJ,Hiliare,23.0,,WR,WR,,,Active,11.0,72,185,Bowling Green,0.0,,2024-09-17
6346,Yurik Bethune,Yurik,Bethune,24.0,,DE,"DL,LB",,,Active,52.0,76,210,Alabama A&M,3.0,,2024-09-17
5446,Tomasi Laulile,Tomasi,Laulile,28.0,,DE,DL,,,Active,61.0,75,300,BYU,5.0,,2024-09-17
6972,DaVon Hamilton,DaVon,Hamilton,27.0,JAX,DT,DL,LDT,1.0,Active,52.0,76,335,Ohio State,4.0,,2024-09-17
7701,Tyree Gillespie,Tyree,Gillespie,25.0,,DB,DB,,,Active,46.0,72,202,Missouri,3.0,Questionable,2024-09-17
8233,Mataeo Durant,Mataeo,Durant,23.0,,RB,RB,,,Active,0.0,73,195,Duke,1.0,,2024-09-17
8755,Kaden Davis,Kaden,Davis,25.0,DEN,WR,WR,,,Active,81.0,73,193,Northwest Missouri State,2.0,,2024-09-17
12392,Tre Mosley,Tre,Mosley,22.0,,WR,WR,,,Active,86.0,73,196,Michigan State,0.0,,2024-09-17
12203,McKade Mettauer,McKade,Mettauer,24.0,KC,G,None,,,Inactive,70.0,75,307,Oklahoma,0.0,IR,2024-09-17
5292,Devin Ross,Devin,Ross,28.0,,WR,WR,,,Active,89.0,69,192,Colorado,5.0,,2024-09-17
2705,Anthony Jefferson,Anthony,Jefferson,25.0,,S,DB,,,Inactive,46.0,"6'1""",198,UCLA,0.0,,2024-09-17
595,Willie Young,Willie,Young,34.0,,LB,LB,,,Inactive,97.0,"6'4""",259,North Carolina State,10.0,,2024-09-17
8353,Verone McKinley,Verone,McKinley,24.0,,DB,DB,,,Active,35.0,70,195,Oregon,2.0,,2024-09-17
11949,Brayden Narveson,Brayden,Narveson,24.0,GB,K,K,K,1.0,Active,44.0,72,215,North Carolina State,0.0,,2024-09-17
10882,Emmanuel Forbes,Emmanuel,Forbes,23.0,WAS,CB,DB,RCB,1.0,Active,13.0,72,180,Mississippi State,1.0,Out,2024-09-17
3538,Larry Scott,Larry,Scott,28.0,,CB,DB,,,Active,40.0,72,192,Oregon State,6.0,,2024-09-17
5842,Clelin Ferrell,Clelin,Ferrell,27.0,WAS,DE,DL,RDE,1.0,Active,99.0,76,265,Clemson,5.0,,2024-09-17
6781,Isaiah Simmons,Isaiah,Simmons,26.0,NYG,DB,"DB,LB",LOLB,2.0,Active,19.0,76,238,Clemson,4.0,,2024-09-17
465,Brandon Pettigrew,Brandon,Pettigrew,35.0,,TE,TE,,,Injured Reserve,87.0,"6'5""",278,Oklahoma State,11.0,,2024-09-17
8056,Jake Verity,Jake,Verity,25.0,,K,K,,,Active,15.0,74,197,East Carolina,2.0,,2024-09-17
12302,Chance Main,Chance,Main,,,DL,DL,,,Active,,76,270,Texas State,0.0,,2024-09-17
10919,Sydney Brown,Sydney,Brown,24.0,PHI,DB,DB,DB,,Active,21.0,70,211,Illinois,1.0,PUP,2024-09-17
3279,Juston Burris,Juston,Burris,29.0,,DB,DB,,,Active,31.0,72,210,North Carolina State,7.0,,2024-09-17
3033,Adam Drake,Adam,Drake,,,WR,WR,,,Inactive,0.0,,,,,,2024-09-17
4886,Collin Bevins,Collin,Bevins,27.0,,DE,DL,,,Active,0.0,78,285,Northwest Missouri State,5.0,,2024-09-17
6955,James Robinson,James,Robinson,26.0,,RB,RB,,,Active,26.0,69,219,Illinois State,4.0,,2024-09-17
405,Kevin Ogletree,Kevin,Ogletree,30.0,,WR,WR,,,Inactive,11.0,"6'1""",198,Virginia,5.0,,2024-09-17
1153,Bill Bentley,Bill,Bentley,28.0,,CB,DB,,,Inactive,41.0,"5'10""",182,Louisiana - Lafayette,3.0,,2024-09-17
6606,Nick Fitzgerald,Nick,Fitzgerald,25.0,,QB,QB,,,Active,0.0,77,226,Mississippi State,3.0,,2024-09-17
5068,Kerryon Johnson,Kerryon,Johnson,24.0,,RB,RB,,,Active,0.0,71,212,Auburn,4.0,,2024-09-17
900,Mario Butler,Mario,Butler,31.0,,CB,DB,,,Inactive,39.0,"6'1""",187,Georgia Tech,9.0,,2024-09-17
1648,Keelan Johnson,Keelan,Johnson,27.0,,SS,DB,,,Inactive,38.0,"6'0""",209,Arizona State,1.0,,2024-09-17
11700,Andru Phillips,Andru,Phillips,22.0,NYG,DB,DB,LCB,2.0,Active,22.0,71,180,Kentucky,0.0,,2024-09-17
11355,Josh Lugg,Josh,Lugg,24.0,,OL,OL,,,Active,63.0,78,316,Notre Dame,0.0,,2024-09-17
2121,T.J. Jones,T.J.,Jones,29.0,,WR,WR,,,Active,80.0,72,190,Notre Dame,8.0,,2024-09-17
8451,Ikem Ekwonu,Ikem,Ekwonu,23.0,CAR,T,None,OL,,Active,79.0,76,320,North Carolina State,2.0,,2024-09-17
7387,George Campbell,George,Campbell,25.0,,WR,WR,,,Inactive,6.0,76,183,West Virginia,2.0,,2024-09-17
5338,Keishawn Bierria,Keishawn,Bierria,26.0,,ILB,LB,,,Active,0.0,73,223,Washington,4.0,,2024-09-17
11208,Chuck Filiaga,Chuck,Filiaga,26.0,,G,OL,,,Active,62.0,78,321,Minnesota,1.0,,2024-09-17
7111,McTelvin Agim,McTelvin,Agim,26.0,IND,DT,DL,,,Active,93.0,75,300,Arkansas,4.0,,2024-09-17
529,Carlos Dunlap,Carlos,Dunlap,34.0,,DL,DL,,,Active,8.0,78,277,Florida,13.0,,2024-09-17
361,Ziggy Hood,Ziggy,Hood,34.0,,DE,DL,,,Inactive,76.0,75,305,Missouri,13.0,,2024-09-17
11941,Isaiah Wooden,Isaiah,Wooden,24.0,,WR,WR,,,Active,83.0,69,170,Southern Utah,0.0,,2024-09-17
6582,Jocquez Kalili,Jocquez,Kalili,25.0,,DB,DB,,,Active,0.0,70,185,UNLV,3.0,,2024-09-17
1041,Ron Brooks,Ron,Brooks,31.0,,CB,DB,,,Inactive,33.0,"5'10""",190,Louisiana State,8.0,,2024-09-17
12313,Brey Walker,Brey,Walker,,,OL,OL,,,Active,,79,350,Texas State,0.0,,2024-09-17
1200,Austin Davis,Austin,Davis,32.0,,QB,QB,,,Inactive,12.0,74,221,Southern Mississippi,10.0,,2024-09-17
10888,Jalen Carter,Jalen,Carter,23.0,PHI,DL,DL,RDE,1.0,Active,98.0,75,314,Georgia,1.0,,2024-09-17
8292,Darrian Beavers,Darrian,Beavers,25.0,,LB,LB,,,Active,43.0,76,255,Cincinnati,2.0,,2024-09-17
7444,Kobe Smith,Kobe,Smith,25.0,,DT,DL,,,Active,72.0,74,312,South Carolina,3.0,,2024-09-17
7666,Jevon Holland,Jevon,Holland,24.0,MIA,DB,DB,FS,1.0,Active,8.0,73,205,Oregon,3.0,,2024-09-17
575,Barry Church,Barry,Church,33.0,,SS,DB,,,Inactive,42.0,74,218,Toledo,12.0,,2024-09-17
1901,Isaiah Crowell,Isaiah,Crowell,29.0,,RB,RB,,,Inactive,22.0,71,225,Alabama State,8.0,Questionable,2024-09-17
1170,Alfred Morris,Alfred,Morris,33.0,,RB,RB,,,Active,41.0,70,224,Florida Atlantic,10.0,,2024-09-17
8598,Akial Byers,Akial,Byers,24.0,,DT,DL,,,Active,0.0,75,308,Missouri,1.0,Questionable,2024-09-17
182,Mike Tolbert,Mike,Tolbert,34.0,,FB,RB,,,Inactive,35.0,"5'9""",250,Coastal Carolina,12.0,,2024-09-17
12234,Shemar Bartholomew,Shemar,Bartholomew,24.0,CAR,CB,DB,RCB,3.0,Active,27.0,73,200,Georgia Southern,0.0,Out,2024-09-17
447,Demar Dotson,Demar,Dotson,36.0,,OT,"OL,OT",,,Inactive,78.0,81,315,Southern Mississippi,13.0,,2024-09-17
11239,Jaylen Moody,Jaylen,Moody,24.0,,LB,LB,,,Active,44.0,72,222,Alabama,1.0,,2024-09-17
3366,Kelvin Taylor,Kelvin,Taylor,28.0,,RB,RB,,,Inactive,38.0,70,205,Florida,6.0,,2024-09-17
2174,Roosevelt Nix,Roosevelt,Nix,29.0,,FB,RB,,,Injured Reserve,0.0,71,248,Kent State,8.0,,2024-09-17
5175,Jawill Davis,Jawill,Davis,26.0,,WR,WR,,,Inactive,1.0,71,177,Bethune-Cookman,4.0,,2024-09-17
5102,Daurice Fountain,Daurice,Fountain,28.0,,WR,WR,,,Active,12.0,74,210,Northern Iowa,6.0,,2024-09-17
4181,Tedric Thompson,Tedric,Thompson,26.0,CLE,DB,DB,,,Active,37.0,72,204,Colorado,5.0,,2024-09-17
11147,Tyon Davis,Tyon,Davis,24.0,,CB,DB,,,Active,20.0,72,180,Tulsa,1.0,,2024-09-17
5261,Jester Weah,Jester,Weah,26.0,,WR,WR,,,Active,82.0,75,210,Pittsburgh,4.0,,2024-09-17
2151,Anthony Barr,Anthony,Barr,32.0,,LB,LB,,,Active,54.0,77,257,UCLA,10.0,,2024-09-17
4027,Robert Saleh,Robert,Saleh,,,,None,,,Inactive,0.0,,,,0.0,,2024-09-17
6187,Aca'Cedric Ware,Aca'Cedric,Ware,24.0,,RB,RB,,,Active,33.0,72,205,Southern California,3.0,,2024-09-17
2746,Justin Halley,Justin,Halley,25.0,,S,DB,,,Inactive,33.0,"6'2""",187,Florida Intl,0.0,,2024-09-17
127,Matt Bryant,Matt,Bryant,46.0,,K,K,,,Active,3.0,69,203,Baylor,20.0,,2024-09-17
4602,Robert Tonyan,Robert,Tonyan,30.0,MIN,TE,TE,,,Active,85.0,77,240,Indiana State,7.0,,2024-09-17
7586,Dazz Newsome,Dazz,Newsome,24.0,,WR,WR,,,Active,84.0,70,184,North Carolina,2.0,,2024-09-17
7468,Justin Gooseberry,Justin,Gooseberry,25.0,,G,OL,,,Active,0.0,76,290,Rice,2.0,,2024-09-17
2924,Duplicate Player,Duplicate,Player,24.0,,TE,TE,,,Inactive,86.0,"6'7""",266,Missouri State,1.0,,2024-09-17
4125,Taywan Taylor,Taywan,Taylor,26.0,,WR,WR,,,Active,0.0,71,203,Western Kentucky,5.0,,2024-09-17
8342,Esezi Otomewo,Esezi,Otomewo,25.0,JAX,DL,DL,RDT,3.0,Active,90.0,77,282,Minnesota,2.0,,2024-09-17
2541,Dexter McDonald,Dexter,McDonald,28.0,,CB,DB,,,Inactive,23.0,"6'1""",200,Kansas,5.0,,2024-09-17
4189,Eric Saubert,Eric,Saubert,30.0,SF,TE,TE,TE,2.0,Active,82.0,77,248,Drake,7.0,,2024-09-17
882,David Ausberry,David,Ausberry,29.0,,TE,TE,,,Inactive,86.0,"6'3""",235,USC,5.0,,2024-09-17
8305,Montaric Brown,Montaric,Brown,25.0,JAX,DB,DB,RCB,1.0,Active,30.0,72,190,Arkansas,2.0,,2024-09-17
3757,Tyler Gray,Tyler,Gray,25.0,,OLB,LB,SLB,3.0,Inactive,57.0,"6'3""",225,Boise State,0.0,,2024-09-17
1269,Bradley Sowell,Bradley,Sowell,32.0,,TE,OL,,,Active,85.0,78,277,Mississippi,10.0,,2024-09-17
5919,Elijah Holyfield,Elijah,Holyfield,25.0,,RB,RB,,,Active,36.0,70,219,Georgia,4.0,,2024-09-17
4364,Karel Hamilton,Karel,Hamilton,26.0,,WR,WR,,,Active,13.0,73,202,Samford,5.0,,2024-09-17
3657,Rob Kelley,Rob,Kelley,29.0,,RB,RB,,,Inactive,20.0,72,233,Tulane,6.0,,2024-09-17
5725,Tobenna Okeke,Tobenna,Okeke,25.0,,OLB,LB,,,Active,49.0,75,245,Fresno State,4.0,,2024-09-17
620,Preston Parker,Preston,Parker,33.0,,WR,WR,,,Inactive,15.0,"6'0""",200,North Alabama,10.0,,2024-09-17
8099,DeMichael Harris-DUP,DeMichael,Harris-DUP,23.0,,WR,WR,,,Active,0.0,0,0,Southern Mississippi,2.0,,2024-09-17
3727,Dennis Parks,Dennis,Parks,24.0,,WR,WR,,,Inactive,83.0,"6'1""",201,Rice,0.0,,2024-09-17
11544,Avery Davis,Avery,Davis,24.0,,WR,WR,,,Active,84.0,71,198,Notre Dame,1.0,,2024-09-17
8269,Jordan Davis,Jordan,Davis,24.0,PHI,DL,DL,NT,1.0,Active,90.0,78,336,Georgia,2.0,,2024-09-17
4497,Tony Stevens,Tony,Stevens,26.0,,WR,WR,,,Active,1.0,76,212,Auburn,5.0,,2024-09-17
5005,Jaleel Scott,Jaleel,Scott,26.0,,WR,WR,,,Inactive,18.0,77,210,New Mexico State,4.0,,2024-09-17
7297,Yasir Durant,Yasir,Durant,25.0,,G,OL,,,Inactive,65.0,79,330,Missouri,3.0,Questionable,2024-09-17
811,Stevan Ridley,Stevan,Ridley,32.0,,RB,RB,,,Inactive,22.0,71,220,Louisiana State,11.0,,2024-09-17
2101,Lache Seastrunk,Lache,Seastrunk,27.0,,RB,RB,,,Inactive,36.0,"5'9""",201,Baylor,1.0,,2024-09-17
1794,David Fluellen,David,Fluellen,29.0,,RB,RB,,,Active,32.0,71,224,Toledo,8.0,,2024-09-17
2883,Chase Williams,Chase,Williams,32.0,CLE,ILB,LB,,,Active,56.0,74,215,Virginia Tech,9.0,,2024-09-17
8825,Kekoa Crawford,Kekoa,Crawford,25.0,,WR,WR,,,Active,89.0,72,192,California,2.0,Questionable,2024-09-17
5695,Brandon Powell,Brandon,Powell,29.0,MIN,WR,WR,SWR,4.0,Active,4.0,68,185,Florida,6.0,,2024-09-17
4174,Deatrich Wise,Deatrich,Wise,30.0,NE,DE,DL,LDE,2.0,Active,91.0,77,280,Arkansas,7.0,Questionable,2024-09-17
11733,Mason McCormick,Mason,McCormick,24.0,PIT,OL,OL,OL,,Active,66.0,77,315,South Dakota State,0.0,,2024-09-17
12260,Mason Fairchild,Mason,Fairchild,22.0,,TE,TE,,,Active,82.0,76,260,Kansas,0.0,,2024-09-17
790,Casey Matthews,Casey,Matthews,29.0,,ILB,LB,,,Inactive,59.0,"6'1""",231,Oregon,5.0,,2024-09-17
7104,Shannon Brooks,Shannon,Brooks,,,RB,RB,,,Inactive,,"6'0""",215,Minnesota,0.0,NA,2024-09-17
5758,Jackson Porter,Jackson,Porter,26.0,,CB,DB,,,Active,0.0,72,200,Massachusetts,4.0,,2024-09-17
2616,Jeremy Crayton,Jeremy,Crayton,,,CB,DB,,,Inactive,8.0,"6'1""",190,Southern Arkansas,0.0,,2024-09-17
3528,Taveze Calhoun,Taveze,Calhoun,29.0,,CB,DB,,,Inactive,0.0,73,188,Mississippi State,6.0,,2024-09-17
6403,Ian Berryman,Ian,Berryman,25.0,,P,P,,,Active,8.0,72,200,Western Carolina,3.0,,2024-09-17
11029,Nic Jones,Nic,Jones,22.0,KC,CB,DB,,,Active,31.0,72,189,Ball State,1.0,,2024-09-17
2499,Randall Telfer,Randall,Telfer,29.0,,TE,TE,,,Inactive,86.0,76,250,Southern California,7.0,,2024-09-17
4856,Bob McNair,Bob,McNair,,,,None,,,Inactive,0.0,,,,0.0,,2024-09-17
10997,Jerrick Reed,Jerrick,Reed,24.0,SEA,DB,DB,DB,,Active,32.0,69,196,New Mexico,1.0,PUP,2024-09-17
12164,Curtis Jacobs,Curtis,Jacobs,22.0,NE,LB,LB,LILB,2.0,Active,52.0,73,241,Penn State,0.0,Out,2024-09-17
3989,Gregg Williams,Gregg,Williams,,,,None,,,Inactive,0.0,,,,0.0,,2024-09-17
8381,Cobie Durant,Cobie,Durant,26.0,LAR,DB,DB,RCB,1.0,Active,14.0,71,182,South Carolina State,2.0,,2024-09-17
12372,Vincent Blanchard,Vincent,Blanchard,,,K,K,,,Active,,73,210,Laval,0.0,,2024-09-17
1716,Derrick Coleman,Derrick,Coleman,31.0,,FB,RB,,,Inactive,32.0,72,233,UCLA,10.0,,2024-09-17
6776,Alex Van Pelt,Alex,Van Pelt,,,,None,,,Inactive,0.0,,,,0.0,,2024-09-17
5133,Tyler Conklin,Tyler,Conklin,29.0,NYJ,TE,TE,TE,1.0,Active,83.0,75,248,Central Michigan,6.0,,2024-09-17
11676,Mike Sainristil,Mike,Sainristil,23.0,WAS,DB,DB,NB,1.0,Active,0.0,70,182,Michigan,0.0,,2024-09-17
