full_name,first_name,last_name,age,team,position,fantasy_positions,depth_chart_position,depth_chart_order,status,number,height,weight,college,years_exp,injury_status,cache_date
Kirk Barron,Kirk,Barron,26.0,,C,OL,,,Active,76.0,74,300.0,Purdue,3.0,,2024-09-17
Chigbo Anunoby,Chigbo,Anunoby,29.0,,NT,DL,,,Inactive,64.0,"6'4""",324.0,Morehouse - GA,2.0,,2024-09-17
Matt Slauson,Matt,Slauson,35.0,,G,OL,,,Injured Reserve,0.0,77,315.0,Nebraska,13.0,,2024-09-17
Cedric Johnson,Cedric,Johnson,22.0,CIN,DE,DL,RDE,2.0,Active,52.0,75,264.0,Ole Miss,0.0,Out,2024-09-17
Charles Scarff,Charles,Scarff,25.0,,TE,TE,,,Inactive,85.0,77,249.0,Delaware,3.0,,2024-09-17
Isaiah Major,Isaiah,Major,23.0,,LB,LB,,,Active,,73,230.0,Florida A&M,0.0,,2024-09-17
Mason McKenrick,Mason,McKenrick,,,LB,LB,,,Active,0.0,76,220.0,John Carroll,4.0,,2024-09-17
Cam Jurgens,Cam,Jurgens,25.0,PHI,OL,OL,OL,,Active,51.0,75,303.0,Nebraska,2.0,,2024-09-17
Josue Matias,Josue,Matias,26.0,,G,OL,LG,2.0,Inactive,66.0,"6'5""",309.0,Florida State,4.0,,2024-09-17
Antwuan Davis,Antwuan,Davis,26.0,,CB,DB,,,Inactive,49.0,73,200.0,Texas,4.0,,2024-09-17
Tommy Kraemer,Tommy,Kraemer,26.0,,G,OL,,,Active,62.0,78,316.0,Notre Dame,3.0,,2024-09-17
Jaylen Johnson,Jaylen,Johnson,,,DL,DL,,,Active,0.0,75,286.0,Washington,3.0,,2024-09-17
Quandre Diggs,Quandre,Diggs,31.0,TEN,DB,DB,FS,1.0,Active,28.0,69,197.0,Texas,9.0,,2024-09-17
RJ Harris,RJ,Harris,26.0,,WR,WR,,,Inactive,14.0,"6'0""",200.0,New Hampshire,1.0,,2024-09-17
De'Mornay Pierson-El,De'Mornay,Pierson-El,26.0,,WR,WR,,,Active,0.0,69,195.0,Nebraska,4.0,,2024-09-17
Josh Butler,Josh,Butler,27.0,DAL,CB,DB,,,Active,31.0,72,182.0,Michigan State,1.0,,2024-09-17
Duane Brown,Duane,Brown,38.0,,T,"OL,OT",,,Active,76.0,76,329.0,Virginia Tech,16.0,Questionable,2024-09-17
Trumaine Johnson,Trumaine,Johnson,32.0,,CB,DB,,,Active,0.0,74,213.0,Montana,10.0,,2024-09-17
Andre Jones,Andre,Jones,25.0,WAS,DE,DL,,,Active,50.0,77,258.0,Louisiana,1.0,,2024-09-17
William Stanback,William,Stanback,27.0,,RB,RB,,,Active,40.0,73,205.0,Virginia Union,5.0,,2024-09-17
Jaquan Brisker,Jaquan,Brisker,25.0,CHI,DB,DB,SS,1.0,Active,9.0,73,200.0,Penn State,2.0,,2024-09-17
Richard Mullaney,Richard,Mullaney,28.0,,WR,WR,,,Active,83.0,75,208.0,Alabama,6.0,,2024-09-17
Landon Rice,Landon,Rice,24.0,,TE,TE,,,Inactive,0.0,77,250.0,Jacksonville State,1.0,,2024-09-17
Nate Harvey,Nate,Harvey,26.0,,ILB,LB,,,Active,49.0,73,225.0,East Carolina,3.0,,2024-09-17
Daniel Helm,Daniel,Helm,28.0,,TE,TE,,,Active,43.0,76,255.0,Duke,4.0,,2024-09-17
Amon-Ra St. Brown,Amon-Ra,St. Brown,24.0,DET,WR,WR,LWR,1.0,Active,14.0,72,202.0,USC,3.0,Questionable,2024-09-17
Brandon Thomas,Brandon,Thomas,30.0,,G,OL,,,Active,70.0,75,317.0,Clemson,8.0,,2024-09-17
Shane Bowman,Shane,Bowman,,,DE,DL,,,Inactive,70.0,76,303.0,Washington,3.0,,2024-09-17
CJ Conway,CJ,Conway,,,CB,DB,,,Inactive,36.0,"6'2""",200.0,Montclair State,0.0,,2024-09-17
Jacob Kibodi,Jacob,Kibodi,25.0,NO,RB,RB,,,Active,35.0,73,225.0,Louisiana,0.0,,2024-09-17
Doug Middleton,Doug,Middleton,28.0,SF,DB,DB,,,Active,48.0,72,210.0,Appalachian State,6.0,,2024-09-17
Jarron Jones,Jarron,Jones,27.0,,OL,"DL,OL,OT",,,Active,0.0,78,320.0,Notre Dame,5.0,,2024-09-17
Kam Stutts,Kam,Stutts,,,OL,OL,,,Active,,77,343.0,Auburn,0.0,,2024-09-17
Chris Oladokun,Chris,Oladokun,26.0,,QB,QB,,,Active,13.0,73,213.0,South Dakota State,2.0,,2024-09-17
Dylan Drummond,Dylan,Drummond,24.0,ATL,WR,WR,,,Active,81.0,72,186.0,Eastern Michigan,1.0,,2024-09-17
Elijah Qualls,Elijah,Qualls,26.0,,DT,DL,,,Active,0.0,73,321.0,Washington,5.0,,2024-09-17
Steven Scheu,Steven,Scheu,29.0,,TE,TE,,,Active,81.0,77,245.0,Vanderbilt,6.0,,2024-09-17
Andrew Luck,Andrew,Luck,32.0,,QB,QB,,,Injured Reserve,0.0,76,240.0,Stanford,10.0,,2024-09-17
Daylen Baldwin,Daylen,Baldwin,24.0,,WR,WR,,,Active,86.0,74,219.0,Michigan,2.0,,2024-09-17
Arden Key,Arden,Key,28.0,TEN,DE,"DL,LB",ROLB,1.0,Active,49.0,77,240.0,LSU,6.0,,2024-09-17
Brayden Lenius,Brayden,Lenius,25.0,,TE,TE,,,Active,81.0,77,220.0,New Mexico,1.0,,2024-09-17
Mason Cole,Mason,Cole,27.0,,OL,OL,,,Active,61.0,77,298.0,Michigan,6.0,,2024-09-17
Xavier Crawford,Xavier,Crawford,27.0,,DB,DB,,,Active,37.0,71,185.0,Central Michigan,4.0,,2024-09-17
Austin Roberts,Austin,Roberts,26.0,,TE,TE,,,Active,42.0,74,230.0,UCLA,4.0,,2024-09-17
Trishton Jackson,Trishton,Jackson,26.0,MIN,WR,WR,LWR,6.0,Active,8.0,73,197.0,Syracuse,4.0,,2024-09-17
Brodric Martin,Brodric,Martin,25.0,DET,DT,DL,DL,,Inactive,99.0,77,322.0,Western Kentucky,1.0,IR,2024-09-17
Josiah Price,Josiah,Price,28.0,,TE,TE,,,Active,0.0,76,248.0,Michigan State,5.0,,2024-09-17
Trevon Hill,Trevon,Hill,,,DL,DL,,,Inactive,,"6'3""",238.0,Miami,0.0,,2024-09-17
Joe Sommers,Joe,Sommers,25.0,,TE,TE,,,Inactive,40.0,"6'3""",240.0,Wisconsin-Oshkosh,0.0,,2024-09-17
Rashean Mathis,Rashean,Mathis,40.0,,CB,DB,,,Inactive,31.0,"6'1""",195.0,Bethune-Cookman,17.0,,2024-09-17
Myles Adams,Myles,Adams,26.0,SEA,DT,DL,RDE,2.0,Active,95.0,74,290.0,Rice,4.0,,2024-09-17
Papi White,Papi,White,25.0,,WR,WR,,,Active,80.0,69,168.0,Ohio,3.0,,2024-09-17
Cooper Beebe,Cooper,Beebe,23.0,DAL,OL,OL,OL,,Active,56.0,76,335.0,Kansas State,0.0,,2024-09-17
Riq Woolen,Riq,Woolen,25.0,SEA,DB,DB,RCB,1.0,Active,27.0,76,210.0,UTSA,2.0,,2024-09-17
Colt Anderson,Colt,Anderson,34.0,,FS,DB,,,Inactive,33.0,"5'10""",195.0,Montana,11.0,,2024-09-17
Kion Smith,Kion,Smith,25.0,MIA,T,"OL,OT",OL,,Inactive,71.0,77,300.0,Fayetteville State,3.0,IR,2024-09-17
Ben Boulware,Ben,Boulware,27.0,,ILB,LB,,,Active,50.0,72,235.0,Clemson,5.0,,2024-09-17
Anthony Wint,Anthony,Wint,26.0,,ILB,LB,,,Inactive,52.0,72,224.0,Florida International,4.0,,2024-09-17
Dawuane Smoot,Dawuane,Smoot,29.0,BUF,DE,DL,LDE,3.0,Active,94.0,75,264.0,Illinois,7.0,Out,2024-09-17
Mose Frazier,Mose,Frazier,28.0,,WR,WR,,,Inactive,14.0,71,190.0,Memphis,6.0,,2024-09-17
Leonard Wester,Leonard,Wester,29.0,,G,OL,,,Inactive,61.0,78,305.0,Missouri Western,6.0,,2024-09-17
Willie Beavers,Willie,Beavers,29.0,,OL,"OG,OL",,,Active,66.0,77,322.0,Western Michigan,7.0,Questionable,2024-09-17
Travis Fulgham,Travis,Fulgham,27.0,,WR,WR,,,Active,86.0,74,211.0,Old Dominion,4.0,,2024-09-17
Chuck Wiley,Chuck,Wiley,25.0,,LB,LB,,,Active,59.0,74,251.0,UTSA,2.0,,2024-09-17
Tarron Jackson,Tarron,Jackson,26.0,CAR,DE,DL,,,Active,41.0,74,254.0,Coastal Carolina,3.0,,2024-09-17
Gaje Ferguson,Gaje,Ferguson,,,S,DB,,,Inactive,0.0,,,,0.0,,2024-09-17
Rex Ryan,Rex,Ryan,,,,,,,Inactive,0.0,,,,0.0,,2024-09-17
Ali Gaye,Ali,Gaye,26.0,TEN,DE,DL,LDE,3.0,Active,99.0,78,265.0,LSU,1.0,,2024-09-17
Alex Forsyth,Alex,Forsyth,25.0,DEN,OL,OL,OL,,Active,54.0,76,312.0,Oregon,1.0,,2024-09-17
Jessie Bates,Jessie,Bates,27.0,ATL,DB,DB,FS,1.0,Active,3.0,73,200.0,Wake Forest,6.0,,2024-09-17
Darrian Miller,Darrian,Miller,27.0,,T,OL,,,Inactive,64.0,"6'5""",307.0,Kentucky,5.0,,2024-09-17
Brett Taylor,Brett,Taylor,27.0,,LB,LB,,,Active,45.0,74,230.0,Western Illinois,4.0,,2024-09-17
Alejandro Villanueva,Alejandro,Villanueva,33.0,BAL,OT,"OL,OT",,,Active,78.0,81,277.0,Army,8.0,,2024-09-17
Tourek Williams,Tourek,Williams,29.0,,LB,LB,,,Inactive,58.0,"6'4""",262.0,Florida International,7.0,,2024-09-17
James Hurst,James,Hurst,32.0,,OL,"OG,OL,OT",,,Active,74.0,77,310.0,North Carolina,10.0,,2024-09-17
Owen Obasuyi,Owen,Obasuyi,25.0,,DE,DL,,,Active,97.0,76,308.0,Hampton,4.0,,2024-09-17
Troy Apke,Troy,Apke,28.0,,DB,DB,,,Inactive,30.0,73,205.0,Penn State,5.0,Questionable,2024-09-17
Christian Ponder,Christian,Ponder,32.0,,QB,QB,,,Inactive,15.0,"6'2""",229.0,Florida State,9.0,,2024-09-17
Zach Mettenberger,Zach,Mettenberger,29.0,,QB,QB,,,Inactive,18.0,"6'5""",224.0,Louisiana State,6.0,,2024-09-17
Xavier Woodson,Xavier,Woodson,26.0,,OLB,LB,,,Inactive,56.0,73,219.0,Arkansas State,5.0,,2024-09-17
Garrison Smith,Garrison,Smith,30.0,,DT,DL,,,Inactive,0.0,73,295.0,Georgia,8.0,,2024-09-17
Derrek Tuszka,Derrek,Tuszka,25.0,,LB,"DL,LB",,,Active,59.0,77,246.0,North Dakota State,3.0,,2024-09-17
Michael Young,Michael,Young,23.0,,WR,WR,,,Active,0.0,70,190.0,Cincinnati,2.0,,2024-09-17
Freedom Akinmoladun,Freedom,Akinmoladun,25.0,NYJ,DE,DL,,,Active,61.0,75,286.0,Nebraska,3.0,,2024-09-17
Lamarcus Joyner,Lamarcus,Joyner,32.0,,DB,DB,,,Inactive,29.0,68,185.0,Florida State,9.0,Questionable,2024-09-17
Solomon Thomas,Solomon,Thomas,28.0,NYJ,DT,DL,LDT,2.0,Active,94.0,75,295.0,Stanford,7.0,,2024-09-17
Naashon Hughes,Naashon,Hughes,26.0,,ILB,LB,,,Active,46.0,76,250.0,Texas,4.0,,2024-09-17
Kyle Miller,Kyle,Miller,32.0,,TE,TE,,,Inactive,86.0,"6'5""",262.0,Mount Union,9.0,,2024-09-17
Stanford Samuels,Stanford,Samuels,23.0,,CB,DB,,,Active,49.0,73,187.0,Florida State,2.0,,2024-09-17
Caleb Repp,Caleb,Repp,24.0,,TE,TE,,,Active,0.0,77,225.0,Utah State,2.0,,2024-09-17
Liam Shanahan,Liam,Shanahan,,,OL,OL,,,Active,0.0,77,300.0,LSU,0.0,Questionable,2024-09-17
James Nyamwaya,James,Nyamwaya,25.0,,DE,DL,,,Active,66.0,77,305.0,Merrimack,1.0,,2024-09-17
Joshua Bledsoe,Joshua,Bledsoe,25.0,,DB,DB,,,Active,24.0,71,207.0,Missouri,3.0,,2024-09-17
Kelvin Joseph,Kelvin,Joseph,24.0,IND,CB,DB,,,Active,38.0,73,195.0,Kentucky,3.0,,2024-09-17
KT Leveston,KT,Leveston,24.0,LAR,OL,OL,OL,,Inactive,66.0,76,337.0,Kansas State,0.0,IR,2024-09-17
Tim Hightower,Tim,Hightower,34.0,,RB,RB,,,Inactive,22.0,"6'0""",220.0,Richmond,12.0,,2024-09-17
Kendrick Norton,Kendrick,Norton,24.0,,NT,DL,,,Inactive,75.0,75,312.0,Miami,4.0,,2024-09-17
Hamilcar Rashed,Hamilcar,Rashed,26.0,,DE,"DL,LB",,,Active,92.0,74,251.0,Oregon State,3.0,,2024-09-17
Trevor Keegan,Trevor,Keegan,24.0,PHI,OL,OL,OL,,Active,79.0,77,306.0,Michigan,0.0,Out,2024-09-17
Al Louis-Jean,Al,Louis-Jean,24.0,,CB,DB,,,Inactive,9.0,"6'2""",195.0,Boston College,2.0,,2024-09-17
Isaiah Irving,Isaiah,Irving,27.0,,LB,LB,,,Inactive,54.0,75,254.0,San Jose State,5.0,Questionable,2024-09-17
Ty Okada,Ty,Okada,25.0,SEA,DB,DB,,,Active,39.0,71,193.0,Montana State,1.0,,2024-09-17
Logan Kilgore,Logan,Kilgore,27.0,,QB,QB,,,Inactive,5.0,"6'2""",195.0,Middle Tennessee State,0.0,,2024-09-17
Billy Cundiff,Billy,Cundiff,40.0,,K,K,,,Inactive,8.0,"6'1""",212.0,Drake,18.0,,2024-09-17
Mitch Morse,Mitch,Morse,32.0,JAX,C,OL,OL,,Active,65.0,78,305.0,Missouri,9.0,,2024-09-17
Brandin Dandridge,Brandin,Dandridge,26.0,KC,DB,DB,,,Active,34.0,70,180.0,Missouri Western State,0.0,,2024-09-17
Mikel Jones,Mikel,Jones,23.0,,LB,LB,,,Active,94.0,71,226.0,Syracuse,1.0,,2024-09-17
Jerome Simpson,Jerome,Simpson,34.0,,WR,WR,,,Inactive,14.0,"6'2""",190.0,Coastal Carolina,12.0,,2024-09-17
Jean Delance,Jean,Delance,25.0,,T,OL,,,Active,79.0,76,303.0,Florida,1.0,,2024-09-17
Baylen Buchanan,Baylen,Buchanan,,,CB,DB,,,Inactive,,"5'11""",197.0,Tennessee,0.0,,2024-09-17
Anthony Bradford,Anthony,Bradford,23.0,SEA,OL,OL,OL,,Active,75.0,77,332.0,LSU,1.0,,2024-09-17
Amini Silatolu,Amini,Silatolu,33.0,,G,OL,,,Inactive,65.0,76,305.0,Midwestern State,10.0,,2024-09-17
Navorro Bowman,Navorro,Bowman,32.0,,LB,LB,,,Inactive,53.0,"6'0""",242.0,Penn State,10.0,,2024-09-17
Tyson Jackson,Tyson,Jackson,34.0,,DE,DL,,,Inactive,94.0,"6'4""",296.0,Louisiana State,11.0,,2024-09-17
Charcandrick West,Charcandrick,West,30.0,,RB,RB,,,Injured Reserve,0.0,70,205.0,Abilene Christian,8.0,,2024-09-17
T.J. Mutcherson,T.J.,Mutcherson,29.0,,SS,DB,,,Active,38.0,71,195.0,Central Florida,5.0,,2024-09-17
J.t. Luper,J.t.,Luper,,,WR,WR,,,Inactive,2.0,"5'9""",175.0,,0.0,,2024-09-17
Luke Musgrave,Luke,Musgrave,24.0,GB,TE,TE,TE,2.0,Active,88.0,78,253.0,Oregon State,1.0,,2024-09-17
Brian Gutekunst,Brian,Gutekunst,,,,,,,Inactive,0.0,,,,0.0,,2024-09-17
Maurice Hurst,Maurice,Hurst,29.0,CLE,DT,DL,DL,,Inactive,90.0,74,290.0,Michigan,6.0,IR,2024-09-17
Jaden Davis,Jaden,Davis,23.0,ARI,DB,DB,,,Active,39.0,70,182.0,Miami (FL),0.0,,2024-09-17
Vinnie Sunseri,Vinnie,Sunseri,30.0,,FS,DB,,,Inactive,40.0,72,210.0,Alabama,8.0,,2024-09-17
Camren McDonald,Camren,McDonald,24.0,,TE,TE,,,Active,45.0,76,237.0,Florida State,1.0,,2024-09-17
Greg Olsen,Greg,Olsen,36.0,,TE,TE,,,Injured Reserve,88.0,"6'5""",255.0,Miami,14.0,,2024-09-17
K.J. Dillon,K.J.,Dillon,27.0,,FS,DB,,,Inactive,20.0,73,203.0,West Virginia,6.0,,2024-09-17
Derek Akunne,Derek,Akunne,25.0,,OLB,LB,,,Inactive,44.0,"6'0""",244.0,North Texas,1.0,,2024-09-17
Rakim Cox,Rakim,Cox,27.0,,DE,DL,,,Inactive,77.0,"6'4""",265.0,Villanova,1.0,,2024-09-17
Taj Williams,Taj,Williams,,,WR,WR,,,Active,16.0,76,193.0,Texas Christian,4.0,,2024-09-17
Noel Thomas,Noel,Thomas,27.0,,WR,WR,,,Active,12.0,73,200.0,Connecticut,5.0,,2024-09-17
Lamarcus Brutus,Lamarcus,Brutus,25.0,,SS,DB,,,Inactive,42.0,"6'0""",208.0,Florida State,0.0,,2024-09-17
Rashod Hill,Rashod,Hill,30.0,,T,"OL,OT",,,Active,63.0,78,309.0,Southern Miss,6.0,,2024-09-17
Justin Jackson,Justin,Jackson,26.0,,RB,RB,,,Active,42.0,72,199.0,Northwestern,5.0,,2024-09-17
MarQueis Gray,MarQueis,Gray,30.0,,TE,TE,,,Inactive,48.0,"6'4""",263.0,Minnesota,7.0,,2024-09-17
Marist Liufau,Marist,Liufau,23.0,DAL,LB,LB,LOLB,2.0,Active,35.0,74,239.0,Notre Dame,0.0,,2024-09-17
Teddy Williams,Teddy,Williams,32.0,,CB,DB,,,Inactive,21.0,"6'1""",210.0,Texas-San Antonio,10.0,,2024-09-17
Harry Crider,Harry,Crider,22.0,,OL,OL,,,Active,0.0,76,311.0,Indiana,1.0,,2024-09-17
Cory Carter,Cory,Carter,27.0,,P,P,,,Active,7.0,71,220.0,Texas Southern,5.0,,2024-09-17
Aaron Dykes,Aaron,Dykes,,,RB,RB,,,Active,46.0,71,202.0,Richmond,1.0,,2024-09-17
Jimmy Legree,Jimmy,Legree,26.0,,CB,DB,,,Inactive,46.0,"5'11""",187.0,South Carolina,1.0,,2024-09-17
Jake Lacina,Jake,Lacina,25.0,,OL,OL,,,Inactive,63.0,76,300.0,"Augustana, S.D.",2.0,,2024-09-17
Donte Deayon,Donte,Deayon,28.0,,CB,DB,,,Active,21.0,69,159.0,Boise State,6.0,,2024-09-17
Chris Jones,Chris,Jones,31.0,,DT,DL,,,Inactive,0.0,73,293.0,Bowling Green,9.0,,2024-09-17
Cole Farrand,Cole,Farrand,26.0,,OLB,LB,,,Inactive,50.0,"6'3""",245.0,Maryland,0.0,,2024-09-17
Carroll Phillips,Carroll,Phillips,29.0,,DE,"DL,LB",,,Active,58.0,75,242.0,Illinois,5.0,,2024-09-17
Daniel Bituli,Daniel,Bituli,24.0,,LB,LB,,,Inactive,49.0,75,252.0,Tennessee,2.0,,2024-09-17
Jordan Thomas,Jordan,Thomas,,,CB,DB,,,Active,0.0,72,185.0,Oklahoma,4.0,,2024-09-17
Bug Howard,Bug,Howard,27.0,,TE,TE,,,Inactive,86.0,76,240.0,North Carolina,5.0,,2024-09-17
Ronnie Hillman,Ronnie,Hillman,29.0,,RB,RB,,,Inactive,34.0,"5'10""",195.0,San Diego State,8.0,,2024-09-17
Tyreke Smith,Tyreke,Smith,24.0,SEA,DL,DL,,,Active,59.0,75,255.0,Ohio State,2.0,,2024-09-17
Trevon Tate,Trevon,Tate,,,G,OL,,,Active,0.0,76,295.0,Memphis,3.0,,2024-09-17
Liam McCullough,Liam,McCullough,27.0,ATL,LS,LS,LS,,Active,49.0,74,247.0,Ohio State,4.0,,2024-09-17
Chris Chukwuneke,Chris,Chukwuneke,,,LB,LB,,,Active,,71,193.0,James Madison,0.0,,2024-09-17
Malcolm Perry,Malcolm,Perry,25.0,,WR,WR,,,Active,19.0,69,190.0,Navy,2.0,,2024-09-17
Brandon Kemp,Brandon,Kemp,25.0,,T,OL,,,Active,66.0,79,310.0,Valdosta State,2.0,,2024-09-17
Josh McNary,Josh,McNary,32.0,,LB,LB,,,Inactive,45.0,"6'0""",251.0,Army,7.0,,2024-09-17
Johnathan Joseph,Johnathan,Joseph,37.0,,CB,DB,,,Injured Reserve,0.0,71,185.0,South Carolina,16.0,,2024-09-17
Dominique Williams,Dominique,Williams,29.0,,RB,RB,,,Inactive,35.0,"5'9""",205.0,Wagner,1.0,,2024-09-17
Christian Tago,Christian,Tago,27.0,,OLB,LB,,,Active,45.0,73,242.0,San Jose State,5.0,,2024-09-17
Dee Winters,Dee,Winters,23.0,SF,LB,LB,ROLB,2.0,Active,53.0,71,227.0,TCU,1.0,Out,2024-09-17
Damon Webb,Damon,Webb,26.0,,SS,DB,,,Active,0.0,71,195.0,Ohio State,4.0,,2024-09-17
Brandon Matterson,Brandon,Matterson,24.0,,DL,DL,,,Active,56.0,74,295.0,UTSA,0.0,,2024-09-17
Anthony Butler,Anthony,Butler,,,LB,LB,,,Inactive,0.0,73,230.0,Liberty,1.0,,2024-09-17
Blaine Woodson,Blaine,Woodson,26.0,,DE,DL,,,Active,68.0,74,280.0,Delaware,4.0,,2024-09-17
Devin Taylor,Devin,Taylor,,,CB,DB,,,Active,0.0,73,200.0,Bowling Green,1.0,,2024-09-17
Lorenzo Lingard,Lorenzo,Lingard,25.0,,RB,RB,,,Active,28.0,72,205.0,Akron,0.0,,2024-09-17
Dameon Pierce,Dameon,Pierce,24.0,HOU,RB,RB,RB,3.0,Active,31.0,70,215.0,Florida,2.0,Out,2024-09-17
Player Invalid,Player,Invalid,,,TE,TE,,,Inactive,,,,,0.0,,2024-09-17
Luke Juriga,Luke,Juriga,24.0,,C,OL,,,Active,0.0,76,301.0,Western Michigan,2.0,,2024-09-17
Ryan Anderson,Ryan,Anderson,28.0,,LB,"DL,LB",,,Active,52.0,74,253.0,Alabama,5.0,,2024-09-17
Myles Cole,Myles,Cole,24.0,JAX,LB,LB,RDE,2.0,Active,59.0,78,278.0,Texas Tech,0.0,,2024-09-17
Eric Decosta,Eric,Decosta,,,,,,,Inactive,0.0,,,,0.0,,2024-09-17
Shy Tuttle,Shy,Tuttle,28.0,CAR,DT,DL,NT,1.0,Active,99.0,75,300.0,Tennessee,5.0,,2024-09-17
Derrek Pitts,Derrek,Pitts,25.0,,CB,DB,,,Active,38.0,73,193.0,North Carolina State,1.0,,2024-09-17
Izaah Lunsford,Izaah,Lunsford,28.0,,DE,DL,,,Active,66.0,75,310.0,Bowling Green,5.0,,2024-09-17
Jaylen Twyman,Jaylen,Twyman,25.0,,DT,DL,,,Active,51.0,74,290.0,Pittsburgh,3.0,,2024-09-17
Darrell Greene,Darrell,Greene,29.0,,G,OL,,,Active,78.0,76,325.0,San Diego State,6.0,,2024-09-17
Jaquiski Tartt,Jaquiski,Tartt,30.0,,DB,DB,,,Active,23.0,73,215.0,Samford,7.0,,2024-09-17
Greg Senat,Greg,Senat,28.0,,T,"OL,OT",,,Active,64.0,78,305.0,Wagner,5.0,,2024-09-17
Austin Capps,Austin,Capps,24.0,,C,OL,,,Active,0.0,76,304.0,Arkansas,2.0,,2024-09-17
Kevin Byard,Kevin,Byard,31.0,CHI,DB,DB,FS,1.0,Active,31.0,71,212.0,Middle Tennessee,8.0,,2024-09-17
Bless Austin,Bless,Austin,27.0,,DB,DB,,,Active,31.0,73,198.0,Rutgers,4.0,,2024-09-17
Curtis Grant,Curtis,Grant,29.0,,OLB,LB,,,Inactive,58.0,74,240.0,Ohio State,7.0,,2024-09-17
Britton Colquitt,Britton,Colquitt,36.0,,P,P,,,Active,0.0,75,210.0,Tennessee,13.0,,2024-09-17
Darrelle Revis,Darrelle,Revis,35.0,,CB,DB,,,Inactive,24.0,"5'11""",198.0,Pittsburgh,13.0,,2024-09-17
Bradley Marquez,Bradley,Marquez,29.0,,WR,WR,,,Inactive,12.0,71,205.0,Texas Tech,7.0,,2024-09-17
Taylor Bertolet,Taylor,Bertolet,30.0,,K,K,,,Inactive,12.0,69,188.0,Texas A&M,7.0,,2024-09-17
Jerrell Powe,Jerrell,Powe,31.0,,NT,DL,,,Inactive,63.0,"6'2""",331.0,Mississippi,4.0,,2024-09-17
Will Anderson,Will,Anderson,23.0,HOU,LB,"DL,LB",LDE,1.0,Active,51.0,76,243.0,Alabama,1.0,,2024-09-17
Garrett Grayson,Garrett,Grayson,29.0,,QB,QB,,,Inactive,9.0,"6'2""",220.0,Colorado State,5.0,,2024-09-17
Jon Condo,Jon,Condo,40.0,,LS,LS,,,Active,59.0,75,240.0,Maryland,17.0,,2024-09-17
Jordyn Brooks,Jordyn,Brooks,26.0,MIA,LB,LB,RILB,1.0,Active,20.0,72,240.0,Texas Tech,4.0,,2024-09-17
Brandon Wilds,Brandon,Wilds,28.0,,RB,RB,,,Inactive,35.0,72,220.0,South Carolina,6.0,,2024-09-17
Geneo Grissom,Geneo,Grissom,29.0,,DE,DL,,,Inactive,99.0,76,265.0,Oklahoma,7.0,,2024-09-17
Chris Nelson,Chris,Nelson,26.0,,DE,DL,,,Active,70.0,73,315.0,Texas,3.0,,2024-09-17
Greg Joseph,Greg,Joseph,30.0,NYG,K,K,,,Active,36.0,72,206.0,Florida Atlantic,6.0,,2024-09-17
Darrin Walls,Darrin,Walls,32.0,,CB,DB,,,Inactive,30.0,"6'0""",190.0,Notre Dame,9.0,,2024-09-17
Shakur Brown,Shakur,Brown,23.0,,CB,DB,,,Active,38.0,71,190.0,Michigan State,1.0,Questionable,2024-09-17
Alfy Hill,Alfy,Hill,,,DE,DL,,,Inactive,77.0,"6'4""",275.0,,0.0,,2024-09-17
Rashan Gary,Rashan,Gary,26.0,GB,LB,"DL,LB",LDE,1.0,Active,52.0,77,277.0,Michigan,5.0,,2024-09-17
Shaan Washington,Shaan,Washington,28.0,,ILB,LB,,,Active,0.0,75,220.0,Texas A&M,5.0,,2024-09-17
Brian Tyms,Brian,Tyms,29.0,,WR,WR,,,Inactive,81.0,"6'3""",210.0,Florida A&M,4.0,,2024-09-17
John Mitchell,John,Mitchell,24.0,,TE,TE,,,Active,0.0,76,235.0,Florida Atlantic,1.0,,2024-09-17
Joe Staley,Joe,Staley,37.0,,T,OL,,,Injured Reserve,0.0,77,295.0,Central Michigan,15.0,,2024-09-17
Pat Devlin,Pat,Devlin,32.0,,QB,QB,,,Inactive,3.0,"6'3""",225.0,Delaware,9.0,,2024-09-17
John Lotulelei,John,Lotulelei,28.0,,LB,LB,,,Injured Reserve,47.0,"5'11""",233.0,Nevada-Las Vegas,7.0,,2024-09-17
Deonte Gibson,Deonte,Gibson,25.0,,DE,DL,,,Inactive,0.0,"6'2""",271.0,Northwestern,0.0,,2024-09-17
James Ferentz,James,Ferentz,34.0,,OL,OL,,,Active,65.0,74,290.0,Iowa,10.0,,2024-09-17
Thomas Hennigan,Thomas,Hennigan,24.0,,WR,WR,,,Active,89.0,73,210.0,Appalachian State,1.0,,2024-09-17
Aaron Taylor,Aaron,Taylor,28.0,,S,DB,,,Active,37.0,71,208.0,Ball State,5.0,,2024-09-17
Kevin Graf,Kevin,Graf,30.0,,OT,OL,,,Inactive,66.0,78,295.0,Southern California,8.0,,2024-09-17
Devlin Hodges,Devlin,Hodges,25.0,,QB,QB,,,Active,0.0,73,210.0,Samford,3.0,,2024-09-17
ZaQuandre White,ZaQuandre,White,24.0,,RB,RB,,,Active,0.0,73,215.0,South Carolina,1.0,,2024-09-17
Donovan Manuel,Donovan,Manuel,,,LB,LB,,,Active,40.0,73,230.0,Florida International,0.0,,2024-09-17
Justin Simmons,Justin,Simmons,30.0,ATL,DB,DB,SS,1.0,Active,31.0,74,202.0,Boston College,8.0,,2024-09-17
Sua Opeta,Sua,Opeta,28.0,TB,G,"OG,OL",OL,,Inactive,76.0,76,305.0,Weber State,5.0,IR,2024-09-17
